Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Bell Ribeiro-Addy (Labour, Clapham and Brixton Hill)",,,,,1,,"a motion sponsored, 3 years ago","moderate (sponsored motions, but no vote on record)",10,mp-votes.html#mp-4764,"2024-09-11 PQ: Abortion: Demonstrations ""To ask the Secretary of State for the Home Department, whether her Department plans to set a date to commence Section 9 of the Public Order Act 2023 to enforce safe access zones outside abortion clinics."" [-: Asks about enforcing abortion clinic safe access zones, implying support for restricting pro-life protest] | 2023-11-20 EDM: Sponsored EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM: Sponsored EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"John McDonnell (Labour, Hayes and Harlington)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),10,mp-votes.html#mp-178,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-01-26 EDM-SIGNED: Signed EDM: Sexual and Reproductive Health and Rights including Abortion Services [--: Urges expansion of global abortion access and rights, opposing pro-life position] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Liz Saville Roberts (Plaid Cymru, Dwyfor Meirionnydd)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),9,mp-votes.html#mp-4521,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Nadia Whittome (Labour, Nottingham East)",,,,,1,,"a speech, 18 months ago","moderate (consistent speeches, but no vote on record)",9,mp-votes.html#mp-4869,"2025-04-24 DEBATE: Spoke: Lesbian Visibility Week (re: abortion) ""As an MP who is an out queer woman, I am also grateful for the foremothers who made living as my true self in the public eye possible, from the countless activists who fought for and won the rights that we all enjoy today to lesbian MPs such as Maureen..."" [-: Celebrates abortion law liberalisation and rainbow families favourably] | 2025-02-13 DEBATE: Spoke:  LGBT+ History Month (re: abortion) ""We see time and again, for example, campaigns against trans rights and abortion rights working hand in hand, because they are part and parcel of a politics being dragged ever rightwards. Entire Conservative leadership contests have been fought on the basis of..."" [--: Frames anti-abortion campaigning as regressive rightwing politics] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-12-13 PQ: Abortion: Telemedicine ""Abortion: Telemedicine"" [-: Advocates making telemedical abortion permanent, expanding abortion access] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Apsana Begum (Labour, Poplar and Limehouse)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),8,mp-votes.html#mp-4790,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Charlotte Nichols (Labour, Warrington North)",,,,,1,,"a motion sponsored, 4 years ago","moderate (sponsored motions, but no vote on record)",8,mp-votes.html#mp-4799,"2023-07-24 PQ: Abortion: Demonstrations ""Abortion: Demonstrations"" [0: Procedural timing question on publishing implementation plans] | 2023-07-24 PQ: Abortion: Demonstrations ""Abortion: Demonstrations"" [-: Seeks support for councils to manage pro-life protesters near clinics] | 2023-07-24 PQ: Abortion: Demonstrations ""To ask the Secretary of State for the Home Department, when safe access zones around facilities providing abortion care under the Public Order Act 2023 will be initiated in England and Wales."" [-: Pushes for prompt rollout of abortion clinic safe access zones] | 2022-06-28 EDM: Sponsored EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Kate Osborne (Labour, Jarrow and Gateshead East)",,,,,1,,"a motion signed, 4 years ago",thin (weak evidence kinds only (questions or co-signatures)),8,mp-votes.html#mp-4783,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-01-26 EDM-SIGNED: Signed EDM: Sexual and Reproductive Health and Rights including Abortion Services [--: Urges expansion of global abortion access and rights, opposing pro-life position] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Kit Malthouse (Conservative, North West Hampshire)",,,,,1,,"a speech, 2 years ago","moderate (consistent speeches, but no vote on record)",8,mp-votes.html#mp-4495,"2025-03-04 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Seventeenth sitting) ""Terminally Ill Adults (End of Life) Bill (Seventeenth sitting)"" [0: Technical debate on doctor accreditation mechanics, direction on bill unclear] | 2024-04-29 DEBATE: Spoke: Assisted Dying ""Thirdly, the British people do not understand how people of a genuine religious faith can seek to impose their own morality on the rest of us. They have not done so on gay marriage. They did not do so on homosexuality, adultery, abortion or sex before..."" [--: Co-chair of pro-choice APPG explicitly supports assisted dying campaign] | 2022-06-09 DEBATE: Spoke: Public Order Bill (Second sitting) (re: abortion) ""Martha Spurrier : Liberty’s position on buffer zones is to support as limited a buffer zone as is possible to protect access to reproductive rights for the people who need to use the services of the clinic, while also protecting the right to protest. One of..."" [0: Neutral question to witnesses about buffer zone principle, no personal stance given] | 2022-06-09 DEBATE: Spoke: Public Order Bill (Second sitting) (re: abortion) ""I absolutely refute the idea that this is subject-specific. The abortion buffer zones case is a really good example. As with many other cases, it is a fact that we have public order laws in this country and we accept that things such as preventing violence..."" [-: Defends abortion buffer zones as legitimate public order measure] | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: abortion) ""I wanted to ask whether the hon. Lady, notwithstanding her objection to the banning of protest, subscribes to the enthusiasm across the House for the ban of protests near abortion centres or clinics, and supports the creation of buffer zones that ban protests..."" [-: Implicitly defends abortion clinic buffer zones restricting pro-life protest] | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: abortion) ""I thought that two speeches in particular illustrated some of the issues. The hon. Member for Glasgow North East (Anne McLaughlin) was alarmist in her portrayal of the direction in which the Government are going on protest, but nevertheless was not seen..."" [-: Defends Public Order Bill restricting protests, could curb pro-life demonstration rights] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Olivia Blake (Labour, Sheffield Hallam)",,,,,1,,"a speech, 4 years ago","moderate (consistent speeches, but no vote on record)",8,mp-votes.html#mp-4864,"2023-11-21 PQ: Abortion: Demonstrations ""To ask the Secretary of State for the Home Department, with reference to Section 9 of the Public Order Act 2023, if he will publish a timetable on the implementation of safe access zones around abortion clinics."" [0: Neutral factual query on timetable for safe access zone implementation] | 2022-10-18 DEBATE: Spoke:  Public Order Bill (re: abortion) ""It is pleasure to follow the right hon. Member for Gainsborough (Sir Edward Leigh), although I do not agree with much of what he said. We must remember in this place that we do not know the reasons why women present themselves at abortion clinics. I have been..."" [--: Explicitly supports abortion clinic buffer zones, opposing CitizenGO's pro-life position] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Paula Barker (Labour, Liverpool Wavertree)",,,,,1,,"a motion signed, 6 years ago",thin (weak evidence kinds only (questions or co-signatures)),8,mp-votes.html#mp-4828,"2024-11-08 PQ: Abortion: Clinics ""To ask the Secretary of State for the Home Department, what discussions she has had with police forces on how to effectively enforce the law in respect to buffer zones around abortion clinics."" [-: Pushes for stricter enforcement of abortion clinic buffer zones] | 2022-10-26 PQ: Abortion: Clinics ""To ask the Secretary of State for the Home Department, what assessment her Department has made on the viability on police enforced buffer zones around abortion clinics."" [0: Neutral inquiry into feasibility of abortion clinic buffer zones] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-01-26 EDM-SIGNED: Signed EDM: Sexual and Reproductive Health and Rights including Abortion Services [--: Urges expansion of global abortion access and rights, opposing pro-life position] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Yvette Cooper (Labour, Pontefract, Castleford and Knottingley)",,,,,1,,"a speech, 4 years ago","moderate (consistent speeches, but no vote on record)",8,mp-votes.html#mp-420,"2025-03-10 DEBATE: Spoke:  Crime and Policing Bill ""Crime and Policing Bill"" [0: General crime and policing speech unrelated to any listed CitizenGO issue area] | 2025-03-10 DEBATE: Spoke:  Crime and Policing Bill ""I will give way to my hon. Friend the Member for Reading Central, and then I will give way to the hon. Member for Huntingdon, but let me just make a couple of other points first. The Bill increases the maximum penalties for offences relating to the sale and..."" [0: Technical detail on knife sale age verification, unrelated to abortion or free speech stance] | 2025-01-06 DEBATE: Spoke: Child Sexual Exploitation and Abuse (re: child sexual abuse) ""Thirdly, we will overhaul the information and evidence that are gathered on child sexual abuse and exploitation and embed them in a clear new performance framework for policing, so that these crimes are taken far more seriously. One of the first..."" [0: General condemnation of child sexual abuse, not tied to abortion or parental rights areas] | 2023-06-12 DEBATE: Spoke:  Public Order (re: abortion) ""Once again, the regulations are not about the seriously disruptive Just Stop Oil protests, which are rightly already against the law. Instead, they give the police the power to prevent any and every campaign group from protesting outside a local library or..."" [0: Attacks government's public order bill competence but doesn't address abortion or clearly defend protest rights] | 2022-10-18 DEBATE: Spoke:  Public Order Bill (re: abortion) ""That is why we put forward measures; that is why we have supported buffer zones around abortion clinics, and that is why we have put forward measures in previous Bills on vaccine clinics and making sure people could not be targeted by harassment and..."" [--: Explicitly supports abortion clinic buffer zones, restricting pro-life presence and speech] | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: abortion) ""That is why Labour has long defended the rights to speak out, to protest, to be heard and to argue for change, and it is why we called for greater protection for women and staff from intimidatory protests outside abortion clinics. It is why we called for..."" [--: Champions buffer zone-style protections limiting protest outside abortion clinics] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),7,mp-votes.html#mp-4630,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Dame Angela Eagle (Labour, Wallasey)",,,,,1,,"a speech, 3 years ago","moderate (consistent speeches, but no vote on record)",7,mp-votes.html#mp-491,"2024-03-07 DEBATE: Spoke: LGBT History Month (re: Gender Recognition Act) ""The problems around modernising the Gender Recognition Act and the manifesto promise to ban the abusive practices of conversion therapy need not have happened, but we are where we are and we have to find a way through. There has been an authoritarian..."" [0: General LGBT history reflection, no direct stance on abortion or conversion practices] | 2023-06-15 DEBATE: Spoke: Pride Month (re: conversion practices) ""I am a feminist, I am a lesbian, and I am a trans ally. I do not believe that allowing trans men and women to live with dignity and respect threatens my rights or my wellbeing in the slightest. We all advance together, or not at all. Even at this late stage,..."" [--: Pushes for conversion practices ban and frames delay as failure, opposing CitizenGO's caution] | 2023-06-12 DEBATE: Spoke: Legislative Definition of Sex (re: Gender Recognition Act) ""Some 7,000 people have a gender recognition certificate. That is who we are afraid of in all this. A change to the Equality Act’s definition of sex to biological sex would have a huge effect on all trans people by effectively mandating their exclusion from..."" [--: Opposes biological sex definition, arguing it would exclude and harm trans people] | 2023-02-02 DEBATE: Spoke: LGBT History Month (re: abortion) ""No fewer than 300 anti-LGBT+ laws have been introduced by the Republicans in the USA, attempting to create a new era of repression that includes, significantly, the rolling back of women’s abortion rights and the overturning of Roe v. Wade. As I have said, in..."" [-: Frames abortion rights loss as part of anti-LGBT repression, opposing pro-life rollback trend] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Ian Byrne (Labour, Liverpool West Derby)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),7,mp-votes.html#mp-4831,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Mary Kelly Foy (Labour, City of Durham)",,,,,1,,"a motion signed, 4 years ago",thin (weak evidence kinds only (questions or co-signatures)),7,mp-votes.html#mp-4753,"CONFLICTING SIGNALS - review all evidence | 2025-06-18 DEBATE: Spoke:  Crime and Policing Bill ""Crime and Policing Bill"" [0: About Traveller policing powers, unrelated to abortion] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [++: Calls to end disability-selective abortion, restricting abortion access, pro-life aligned]",,
"Richard Burgon (Labour, Leeds East)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),7,mp-votes.html#mp-4493,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Sarah Champion (Labour, Rotherham)",,,,,1,,"a speech, 3 years ago","moderate (consistent speeches, but no vote on record)",7,mp-votes.html#mp-4267,"2023-07-12 DEBATE: Spoke:  Sexual and Reproductive Health and Rights: Overseas Aid (re: abortion) ""WISH is supposed to be the Government’s flagship sexual and reproductive health programme, but even that is not safe from the cuts. MSI Reproductive Choices had its funding under the WISH programme slashed by 78%. My Committee has also heard that a three-year..."" [--: Defends UK aid funding for abortion and reproductive health services, opposes cuts] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-06-24 DEBATE: Spoke: Police, Crime, Sentencing and Courts Bill (Nineteeth sitting) (re: abortion) ""I want to make it clear that this new clause is not about abortion. A woman’s legal right to end a pregnancy is supported by the House and by the public and has been in statute since 1967. It is, however, about the ability of a woman to exercise this legal..."" [--: Champions new clause creating buffer zones outside abortion clinics, opposing pro-life vigil activity] | 2021-06-24 DEBATE: Spoke: Police, Crime, Sentencing and Courts Bill (Nineteeth sitting) (re: abortion) ""(2) A ‘buffer zone’ means an area with a boundary which is 150 metres from any part of an abortion clinic or any access point to any building that contains an abortion clinic."" [--: Introduces buffer zone offence restricting pro-life activity near abortion clinics] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-11-16 PQ: Abortion: Northern Ireland ""Abortion: Northern Ireland"" [-: Highlights harms of NI abortion restrictions, framing favours expanding access] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Cat Smith (Labour, Lancaster and Wyre)",,,,,1,,"a motion signed, 3 years ago",thin (weak evidence kinds only (questions or co-signatures)),6,mp-votes.html#mp-4436,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
