Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Maria Eagle (Labour, Liverpool Garston)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Mrs Sharon Hodgson (Labour, Washington and Gateshead South)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ms Stella Creasy (Labour (Co-op), Walthamstow)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Olivia Blake (Labour, Sheffield Hallam)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Paul Holmes (Conservative, Hamble Valley)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Paula Barker (Labour, Liverpool Wavertree)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Peter Kyle (Labour, Hove and Portslade)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Preet Kaur Gill (Labour (Co-op), Birmingham Edgbaston)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Richard Burgon (Labour, Leeds East)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sarah Owen (Labour, Luton North)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sir Alan Campbell (Labour, Tynemouth)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Stephen Doughty (Labour (Co-op), Cardiff South and Penarth)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Tonia Antoniazzi (Labour, Gower)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Valerie Vaz (Labour, Walsall and Bloxwich)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Zarah Sultana (Your Party, Coventry South)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Andrew Bowie (Conservative, West Aberdeenshire and Kincardine)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Andy McDonald (Labour, Middlesbrough and Thornaby East)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Andy Slaughter (Labour, Hammersmith and Chiswick)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Anna McMorrin (Labour, Cardiff North)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Apsana Begum (Labour, Poplar and Limehouse)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Bridget Phillipson (Labour, Houghton and Sunderland South)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Catherine West (Labour, Hornsey and Friern Barnet)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Charlotte Nichols (Labour, Warrington North)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Christine Jardine (Liberal Democrat, Edinburgh West)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dame Angela Eagle (Labour, Wallasey)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dame Caroline Dinenage (Conservative, Gosport)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dame Chi Onwurah (Labour, Newcastle upon Tyne Central and West)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dame Diana Johnson (Labour, Kingston upon Hull North and Cottingham)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Dan Carden (Labour, Liverpool Walton)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dan Jarvis (Labour, Barnsley North)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Daniel Zeichner (Labour, Cambridge)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Debbie Abrahams (Labour, Oldham East and Saddleworth)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dr Neil Hudson (Conservative, Epping Forest)",,,,,1,,"CONFLICTING SIGNALS - review all evidence | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland.]"
"Dr Rosena Allin-Khan (Labour, Tooting)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ed Davey (Liberal Democrat, Kingston and Surbiton)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Fleur Anderson (Labour, Putney)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"George Freeman (Conservative, Mid Norfolk)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Gill Furniss (Labour, Sheffield Brightside and Hillsborough)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ian Byrne (Labour, Liverpool West Derby)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ian Murray (Labour, Edinburgh South)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"James Murray (Labour (Co-op), Ealing North)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"James Wild (Conservative, North West Norfolk)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Jerome Mayhew (Conservative, Broadland and Fakenham)",,,,,1,,"CONFLICTING SIGNALS - review all evidence | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland.]"
"Jess Phillips (Labour, Birmingham Yardley)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Jim McMahon (Labour (Co-op), Oldham West, Chadderton and Royton)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"John Glen (Conservative, Salisbury)",,,,,1,,"CONFLICTING SIGNALS - review all evidence | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned.] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland.]"
