Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Kevin McKenna (Labour, Sittingbourne and Sheppey)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kim Johnson (Labour, Liverpool Riverside)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kirith Entwistle (Labour, Bolton North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kirsteen Sullivan (Labour (Co-op), Bathgate and Linlithgow)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kirsty Blackman (Scottish National Party, Aberdeen North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kirsty McNeill (Labour (Co-op), Midlothian)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kit Malthouse (Conservative, North West Hampshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lara Bird (Scottish National Party, Arbroath and Broughty Ferry)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Laura Kyrke-Smith (Labour, Aylesbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Laura Trott (Conservative, Sevenoaks)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lauren Edwards (Labour, Rochester and Strood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Laurence Turner (Labour, Birmingham Northfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Layla Moran (Liberal Democrat, Oxford West and Abingdon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lee Anderson (Reform UK, Ashfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lee Barron (Labour, Corby and East Northamptonshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lee Pitcher (Labour, Doncaster East and the Isle of Axholme)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Leigh Ingham (Labour, Stafford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lewis Cocking (Conservative, Broxbourne)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liam Byrne (Labour, Birmingham Hodge Hill and Solihull North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liam Conlon (Labour, Beckenham and Penge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lillian Jones (Labour, Kilmarnock and Loudoun)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lincoln Jopp (Conservative, Spelthorne)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Linsey Farnsworth (Labour, Amber Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lisa Nandy (Labour, Wigan)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lisa Smart (Liberal Democrat, Hazel Grove)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liz Jarvis (Liberal Democrat, Eastleigh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liz Kendall (Labour, Leicester West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liz Twist (Labour, Blaydon and Consett)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lizzi Collinge (Labour, Morecambe and Lunesdale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Llinos Medi (Plaid Cymru, Ynys Môn)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lloyd Hatton (Labour, South Dorset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lola McEvoy (Labour, Darlington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lorraine Beavers (Labour, Blackpool North and Fleetwood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Louise Haigh (Labour, Sheffield Heeley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Louise Sandher-Jones (Labour, North East Derbyshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lucy Powell (Labour (Co-op), Manchester Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lucy Rigby (Labour, Northampton North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Akehurst (Labour, North Durham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Murphy (Labour, Basingstoke)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Myer (Labour, Middlesbrough South and East Cleveland)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Pollard (Labour (Co-op), Plymouth Sutton and Devonport)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Taylor (Liberal Democrat, Sutton and Cheam)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Manuela Perteghella (Liberal Democrat, Stratford-on-Avon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Margaret Mullane (Labour, Dagenham and Rainham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Maria Eagle (Labour, Liverpool Garston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Marie Goldman (Liberal Democrat, Chelmsford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Ferguson (Labour, Gateshead Central and Whickham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Garnier (Conservative, Wyre Forest)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Pritchard (Conservative, The Wrekin)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Sewards (Labour, Leeds South West and Morley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Markus Campbell-Savours (Labour, Penrith and Solway)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Marsha De Cordova (Labour, Battersea)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Martin McCluskey (Labour, Inverclyde and Renfrewshire West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Martin Rhodes (Labour, Glasgow North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Martin Vickers (Conservative, Brigg and Immingham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Martin Wrigley (Liberal Democrat, Newton Abbot)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mary Creagh (Labour, Coventry East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mary Glindon (Labour, Newcastle upon Tyne East and Wallsend)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mary Kelly Foy (Labour, City of Durham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Bishop (Labour, Forest of Dean)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Rodda (Labour, Reading Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Turmaine (Labour, Watford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Vickers (Conservative, Stockton West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Western (Labour, Warwick and Leamington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matthew Patrick (Labour, Wirral West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matthew Pennycook (Labour, Greenwich and Woolwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Maureen Burke (Labour, Glasgow North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Max Wilkinson (Liberal Democrat, Cheltenham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Maya Ellis (Labour, Ribble Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Melanie Onn (Labour, Great Grimsby and Cleethorpes)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Melanie Ward (Labour, Cowdenbeath and Kirkcaldy)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Miatta Fahnbulleh (Labour (Co-op), Peckham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Michael Payne (Labour, Gedling)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Michael Shanks (Labour, Rutherglen)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Michael Wheeler (Labour, Worsley and Eccles)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Michelle Scrogham (Labour, Barrow and Furness)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Michelle Welsh (Labour, Sherwood Forest)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mike Kane (Labour, Wythenshawe and Sale East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mike Martin (Liberal Democrat, Tunbridge Wells)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mike Reader (Labour, Northampton South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mike Tapp (Labour, Dover and Deal)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mike Wood (Conservative, Kingswinford and South Staffordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mohammad Yasin (Labour, Bedford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Monica Harding (Liberal Democrat, Esher and Walton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Adnan Hussain (Independent, Blackburn)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Alex Barros-Curtis (Labour, Cardiff West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Alistair Carmichael (Liberal Democrat, Orkney and Shetland)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Angus MacDonald (Liberal Democrat, Inverness, Skye and West Ross-shire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Bayo Alaba (Labour, Southend East and Rochford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Calvin Bailey (Labour, Leyton and Wanstead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Cathal Mallaghan (Sinn Féin, Mid Ulster)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Clive Betts (Labour, Sheffield South East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Connor Rand (Labour, Altrincham and Sale West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr David Lammy (Labour, Tottenham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Douglas Alexander (Labour (Co-op), Lothian East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Gagan Mohindra (Conservative, South West Hertfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Gregory Campbell (Democratic Unionist Party, East Londonderry)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Hamish Falconer (Labour, Lincoln)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr James Frith (Labour, Bury North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Jonathan Brash (Labour, Hartlepool)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Joshua Reynolds (Liberal Democrat, Maidenhead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Lee Dillon (Liberal Democrat, Newbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Louie French (Conservative, Old Bexley and Sidcup)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Luke Charters (Labour, York Outer)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Mark Francois (Conservative, Rayleigh and Wickford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Paul Foster (Labour, South Ribble)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Paul Kohler (Liberal Democrat, Wimbledon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Peter Bedford (Conservative, Mid Leicestershire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Richard Holden (Conservative, Basildon and Billericay)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Tanmanjeet Singh Dhesi (Labour, Slough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Toby Perkins (Labour, Chesterfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mr Will Forster (Liberal Democrat, Woking)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mrs Elsie Blundell (Labour, Heywood and Middleton North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mrs Kemi Badenoch (Conservative, North West Essex)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Abena Oppong-Asare (Labour, Erith and Thamesmead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Diane Abbott (Labour, Hackney North and Stoke Newington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Julie Minns (Labour, Carlisle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Marie Rimmer (Labour, St Helens South and Whiston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Nusrat Ghani (Conservative, Sussex Weald)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Polly Billington (Labour, East Thanet)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ms Stella Creasy (Labour (Co-op), Walthamstow)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Munira Wilson (Liberal Democrat, Twickenham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Nadia Whittome (Labour, Nottingham East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Natalie Fleet (Labour, Bolsover)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Natasha Irons (Labour, Croydon East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Naushabah Khan (Labour, Gillingham and Rainham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Navendu Mishra (Labour, Stockport)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Naz Shah (Labour, Bradford West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Neil Duncan-Jordan (Labour, Poole)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Neil O'Brien (Conservative, Harborough, Oadby and Wigston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Nesil Caliskan (Labour, Barking)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Nick Smith (Labour, Blaenau Gwent and Rhymney)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Nick Thomas-Symonds (Labour, Torfaen)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Nick Timothy (Conservative, West Suffolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Nigel Huddleston (Conservative, Droitwich and Evesham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Noah Law (Labour, St Austell and Newquay)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Oliver Ryan (Labour (Co-op), Burnley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Olivia Bailey (Labour, Reading West and Mid Berkshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Olivia Blake (Labour, Sheffield Hallam)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Olly Glover (Liberal Democrat, Didcot and Wantage)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Pam Cox (Labour, Colchester)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Pamela Nash (Labour, Motherwell, Wishaw and Carluke)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Pat Cullen (Sinn Féin, Fermanagh and South Tyrone)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Pat McFadden (Labour, Wolverhampton South East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Patrick Hurley (Labour, Southport)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Patrick Spencer (Independent, Central Suffolk and North Ipswich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Paul Davies (Labour, Colne Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Paul Holmes (Conservative, Hamble Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Paul Maskey (Sinn Féin, Belfast West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Paula Barker (Labour, Liverpool Wavertree)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Paulette Hamilton (Labour, Birmingham Erdington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Perran Moon (Labour, Camborne and Redruth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Pete Wishart (Scottish National Party, Perth and Kinross-shire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Peter Dowd (Labour, Bootle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Peter Fortune (Conservative, Bromley and Biggin Hill)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Peter Kyle (Labour, Hove and Portslade)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Peter Lamb (Labour, Crawley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Peter Swallow (Labour, Bracknell)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Phil Brickell (Labour, Bolton West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Pippa Heylings (Liberal Democrat, South Cambridgeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Preet Kaur Gill (Labour (Co-op), Birmingham Edgbaston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rachel Blake (Labour (Co-op), Cities of London and Westminster)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rachel Gilmour (Liberal Democrat, Tiverton and Minehead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rachel Hopkins (Labour, Luton South and South Bedfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rachel Reeves (Labour, Leeds West and Pudsey)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rachel Taylor (Labour, North Warwickshire and Bedworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rebecca Harris (Conservative, Castle Point)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rebecca Long Bailey (Labour, Salford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rebecca Smith (Conservative, South West Devon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Richard Baker (Labour, Glenrothes and Mid Fife)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Richard Burgon (Labour, Leeds East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Richard Fuller (Conservative, North Bedfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Richard Quigley (Labour, Isle of Wight West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Richard Tice (Reform UK, Boston and Skegness)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rishi Sunak (Conservative, Richmond and Northallerton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Robbie Moore (Conservative, Keighley and Ilkley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Robert Jenrick (Reform UK, Newark)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Robin Swann (Ulster Unionist Party, South Antrim)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rosie Wrighting (Labour, Kettering)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rupert Lowe (Restore Britain, Great Yarmouth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Rushanara Ali (Labour, Bethnal Green and Stepney)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ruth Cadbury (Labour, Brentford and Isleworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ruth Jones (Labour, Newport West and Islwyn)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sadik Al-Hassan (Labour, North Somerset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sally Jameson (Labour (Co-op), Doncaster Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sam Rushworth (Labour, Bishop Auckland)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Samantha Dixon (Labour, Chester North and Neston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Samantha Niblett (Labour, South Derbyshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sammy Wilson (Democratic Unionist Party, East Antrim)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Saqib Bhatti (Conservative, Meriden and Solihull East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Bool (Conservative, South Northamptonshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Champion (Labour, Rotherham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Dyke (Liberal Democrat, Glastonbury and Somerton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Edwards (Labour, Tamworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Gibson (Liberal Democrat, Chippenham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Green (Liberal Democrat, Chesham and Amersham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Hall (Labour (Co-op), Warrington South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Jones (Labour, Croydon West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Owen (Labour, Luton North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Pochin (Reform UK, Runcorn and Helsby)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Russell (Labour, Congleton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Sackman (Labour, Finchley and Golders Green)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sarah Smith (Labour, Hyndburn)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Satvir Kaur (Labour, Southampton Test)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Seamus Logan (Scottish National Party, Aberdeenshire North and Moray East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sean Woodcock (Labour, Banbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Seema Malhotra (Labour (Co-op), Feltham and Heston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Shabana Mahmood (Labour, Birmingham Ladywood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Shaun Davies (Labour, Telford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Shivani Raja (Conservative, Leicester East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Shockat Adam (Independent, Leicester South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Simon Hoare (Conservative, North Dorset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Simon Lightwood (Labour (Co-op), Wakefield and Rothwell)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Alan Campbell (Labour, Tynemouth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Alec Shelbrooke (Conservative, Wetherby and Easingwold)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Andrew Mitchell (Conservative, Sutton Coldfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Ashley Fox (Conservative, Bridgwater)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Bernard Jenkin (Conservative, Harwich and North Essex)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Christopher Chope (Conservative, Christchurch)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Desmond Swayne (Conservative, New Forest West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Edward Leigh (Conservative, Gainsborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Gavin Williamson (Conservative, Stone, Great Wyrley and Penkridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Geoffrey Clifton-Brown (Conservative, North Cotswolds)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Geoffrey Cox (Conservative, Torridge and Tavistock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Iain Duncan Smith (Conservative, Chingford and Woodford Green)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir James Cleverly (Conservative, Braintree)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Jeremy Hunt (Conservative, Godalming and Ash)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Jeremy Wright (Conservative, Kenilworth and Southam)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir John Hayes (Conservative, South Holland and The Deepings)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir John Whittingdale (Conservative, Maldon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Julian Lewis (Conservative, New Forest East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Julian Smith (Conservative, Skipton and Ripon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Keir Starmer (Labour, Holborn and St Pancras)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Lindsay Hoyle (Speaker, Chorley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Mark Hendrick (Labour (Co-op), Preston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Mark Tami (Labour, Alyn and Deeside)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Mel Stride (Conservative, Central Devon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Nicholas Dakin (Labour, Scunthorpe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Oliver Dowden (Conservative, Hertsmere)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Roger Gale (Conservative, Herne Bay and Sandwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sir Stephen Timms (Labour, East Ham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sojan Joseph (Labour, Ashford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sonia Kumar (Labour, Dudley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sorcha Eastwood (Alliance, Lagan Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Steff Aquarone (Liberal Democrat, North Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Stephanie Peacock (Labour, Barnsley South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Stephen Doughty (Labour (Co-op), Cardiff South and Penarth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Stephen Morgan (Labour, Portsmouth South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Steve Barclay (Conservative, North East Cambridgeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Steve Darling (Liberal Democrat, Torbay)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Steve Race (Labour, Exeter)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
