Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Olivia Blake (Labour, Sheffield Hallam)",,,,1,,,"2023-11-21 PQ: Abortion: Demonstrations [unscored] | 2022-10-18 DEBATE: Spoke:  Public Order Bill (re: abortion) [unscored] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Paula Barker (Labour, Liverpool Wavertree)",,,,1,,,"2024-11-08 PQ: Abortion: Clinics [unscored] | 2022-10-26 PQ: Abortion: Clinics [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-01-26 EDM-SIGNED: Signed EDM: Sexual and Reproductive Health and Rights including Abortion Services [unscored] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [unscored] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,,1,,,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [unscored] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [unscored] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]"
"Christine Jardine (Liberal Democrat, Edinburgh West)",,,,1,,,"2024-07-23 DEBATE: Spoke: Immigration and Home Affairs [-: Hopes for more positive, welcoming immigration attitudes rather than firm control emphasis] | 2023-03-07 DEBATE: Spoke: Public Order Bill (re: buffer zone) [unscored] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Ian Byrne (Labour, Liverpool West Derby)",,,,1,,,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [unscored] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Mary Kelly Foy (Labour, City of Durham)",,,,1,,,"2025-06-18 DEBATE: Spoke:  Crime and Policing Bill [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [unscored] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Mr Tanmanjeet Singh Dhesi (Labour, Slough)",,,,1,,,"2025-10-20 PQ: Electric Scooters: Crime (re: Crime and Policing) [unscored] | 2025-10-13 PQ: Motorcycles: Crime (re: Crime and Policing) [unscored] | 2025-06-24 PQ: Shoplifting (re: Crime and Policing) [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-07-01 DEBATE: Spoke:  Pride Month (re: decriminalis) [0: General Pride Month celebration, no direct reference to listed contested areas] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]"
"Richard Burgon (Labour, Leeds East)",,,,1,,,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [unscored] | 2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Sarah Champion (Labour, Rotherham)",,,,1,,,"2023-07-12 DEBATE: Spoke:  Sexual and Reproductive Health and Rights: Overseas Aid (re: abortion) [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-06-24 DEBATE: Spoke: Police, Crime, Sentencing and Courts Bill (Nineteeth sitting) (re: abortion) [unscored] | 2021-06-24 DEBATE: Spoke: Police, Crime, Sentencing and Courts Bill (Nineteeth sitting) (re: abortion) [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-11-16 PQ: Abortion: Northern Ireland [unscored] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]"
"Sarah Owen (Labour, Luton North)",,,,1,,,"2026-06-04 DEBATE: Spoke:  Pride Month (re: decriminalis) [unscored] | 2025-03-06 DEBATE: Spoke: International Women’s Day (re: women's sport) [0: Discusses women's health report, no direct engagement with listed policy areas' contested issues] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-03-17 DEBATE: Spoke: Gender Specific Religious Persecution [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Zarah Sultana (Your Party, Coventry South)",,,,1,,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: decriminalis) [unscored] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Caroline Nokes (Conservative, Romsey and Southampton North)",,,,1,,,"2025-03-11 DEBATE: Spoke:  Employment Rights Bill (re: abortion) [0: Procedural listing of Employment Bill clauses, no discernible stance on listed areas] | 2023-10-26 PQ: Abortion: Demonstrations [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,,1,,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-12-14 DEBATE: Spoke:  Abortion Services Commissioning: Northern Ireland [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Liz Kendall (Labour, Leicester West)",,,,1,,,"2026-01-20 DEBATE: Spoke: Mobile Phones and Social Media:  Use by Children (re: Online Safety Act) [unscored] | 2026-01-12 DEBATE: Spoke: Social Media: Non-consensual Sexual Deepfakes (re: Online Safety Act) [unscored] | 2026-01-12 DEBATE: Spoke: Social Media: Non-consensual Sexual Deepfakes (re: Online Safety Act) [unscored] | 2026-01-12 DEBATE: Spoke: Social Media: Non-consensual Sexual Deepfakes (re: Online Safety Act) [0: Statement on deepfake enforcement under Online Safety Act; no abortion content, direction unclear] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Ms Diane Abbott (Labour, Hackney North and Stoke Newington)",,,,1,,,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [unscored] | 2022-05-11 EDM: Sponsored EDM: Abortion rights in the United States (43 signatures) [unscored] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Ruth Jones (Labour, Newport West and Islwyn)",,,,1,,,"2026-03-09 PQ: Pornography: Children (re: Crime and Policing) [unscored] | 2026-03-09 PQ: Pornography: Children (re: Crime and Policing) [unscored] | 2026-03-09 PQ: Pornography: Regulation (re: Crime and Policing) [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Sarah Olney (Liberal Democrat, Richmond Park)",,,,1,,,"CONFLICTING SIGNALS - review all evidence | 2025-06-20 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill [unscored] | 2025-03-25 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-eighth sitting) [+: Raises ethical concern about profit incentive commodifying assisted dying process] | 2025-03-25 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-ninth sitting) [0: Technical devolution analysis of assisted dying bill, no clear stance for or against] | 2025-03-18 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-fifth sitting) [+: Supports easier conscientious objection for care workers under assisted dying Bill] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Shabana Mahmood (Labour, Birmingham Ladywood)",,,,1,,,"2026-04-13 DEBATE: Spoke: Southport Inquiry (re: Online Safety Act) [0: Factual statement on inquiry findings, no stance on online safety regulation or migration] | 2025-12-09 DEBATE: Spoke: Grooming Gangs: Independent Inquiry [unscored] | 2025-07-08 DEBATE: Spoke: Grooming Gangs: Criminal Justice System [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Sir James Cleverly (Conservative, Braintree)",,,,1,,,"CONFLICTING SIGNALS - review all evidence | 2026-06-30 PQ: Prayer: Public Places (re: abortion) [+: Probes restrictions on prayer near abortion clinics, defending religious free speech] | 2026-02-05 PQ: Abortion and Infanticide: Sex Selection [unscored] | 2025-12-01 PQ: Travellers: Caravan Sites (re: Crime and Policing) [unscored] | 2024-07-23 DEBATE: Spoke: Immigration and Home Affairs [unscored] | 2021-06-22 DEBATE: Spoke:  Syrian Refugees in Jordan and Lebanon [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Suella Braverman (Reform UK, Fareham and Waterlooville)",,,,1,,,"2026-01-05 PQ: Freedom of Expression and Religious Freedom [unscored] | 2026-01-05 PQ: Freedom of Expression and Religious Freedom [unscored] | 2026-01-05 PQ: Freedom of Expression and Religious Freedom [unscored] | 2025-11-28 PQ: Anti-social Behaviour: Property Management Companies (re: Crime and Policing) [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Wera Hobhouse (Liberal Democrat, Bath)",,,,1,,,"2026-03-19 DEBATE: Spoke:  Online Harms [-: Advocates stronger online content regulation/enforcement, wary of overreach concerns not addressed] | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: abortion) [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [unscored] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Alex Sobel (Labour (Co-op), Leeds Central and Headingley)",,,,1,,,"2026-02-17 PQ: Hate Crime: Women (re: Crime and Policing) [0: Neutral legislative inquiry, unrelated to abortion framing despite tag] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Dame Angela Eagle (Labour, Wallasey)",,,,1,,,"2024-03-07 DEBATE: Spoke: LGBT History Month (re: abortion) [unscored] | 2022-06-30 DEBATE: Spoke:  50 Years of Pride in the UK (re: decriminalis) [-: Celebrates LGBT+ rights progress and campaigns to export it, contrary to traditional family and conversion-therapy caution] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Dan Carden (Labour, Liverpool Walton)",,,,1,,,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Dr Ben Spencer (Conservative, Runnymede and Weybridge)",,,,1,,,"2026-03-19 DEBATE: Spoke:  Online Harms [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Emma Lewell (Labour, South Shields)",,,,1,,,"2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-07-20 PQ: Public Spaces Protection Orders (re: Crime and Policing) [unscored] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Jeremy Corbyn (Your Party, Islington North)",,,,1,,,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-03-25 DEBATE: Spoke: Financial and Social Emergency Support Package (re: Crime and Policing) [0: Discussion of care worker immigration delays, unrelated to abortion stance]"
"Justin Madders (Labour, Ellesmere Port and Bromborough)",,,,1,,,"2024-12-09 DEBATE: Spoke: Fireworks: Sale and Use (re: Crime and Policing) [0: Fireworks debate summary unrelated to any listed CitizenGO area] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Kerry McCarthy (Labour, Bristol East)",,,,1,,,"2023-11-15 PQ: Abortion: Demonstrations [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Lucy Powell (Labour (Co-op), Manchester Central)",,,,1,,,"2025-06-19 DEBATE: Spoke:  Business of the House (re: abortion) [0: General business remarks, no substantive discussion of abortion or assisted dying] | 2024-11-14 DEBATE: Spoke:  Business of the House (re: abortion) [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Luke Pollard (Labour (Co-op), Plymouth Sutton and Devonport)",,,,1,,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-09-22 DEBATE: Spoke:  Keyham Shootings (re: Crime and Policing) [0: Discusses local crime response funding, unrelated to abortion] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Mr Clive Betts (Labour, Sheffield South East)",,,,1,,,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [unscored] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [unscored] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]"
"Mr Richard Holden (Conservative, Basildon and Billericay)",,,,1,,,CONFLICTING SIGNALS - review all evidence | 2026-03-27 PQ: Homophobia: Hate Crime (re: Crime and Policing) [0: Neutral inquiry into evidence handling for hate crime prosecutions] | 2025-07-18 PQ: Dogs: Public Places (re: Crime and Policing) [unscored] | 2025-06-18 DEBATE: Spoke:  Crime and Policing Bill [+: Supports new clauses on safeguarding and explicitly defending free expression in Bill] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-17 DEBATE: Spoke: Christmas Adjournment (re: buffer zone) [unscored]
"Mrs Kemi Badenoch (Conservative, North West Essex)",,,,1,,,"2025-06-16 DEBATE: Spoke: Child Sexual Exploitation: Casey Report (re: grooming gang) [0: Concerns grooming gang inquiry, not abortion or parental rights in education specifically] | 2025-06-16 DEBATE: Spoke: Child Sexual Exploitation: Casey Report (re: grooming gang) [unscored] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-03-17 DEBATE: Spoke:  Commission on Race and  Ethnic Disparities (re: Online Safety Bill) [0: Statement on race disparities report, unrelated to abortion, free speech or family] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]"
